cl,tissue,gene,marker_score
CL:0000784,immune system,st6galnac4,0.8558679819107056
CL:0000784,immune system,linc02812,0.8603311777114868
CL:0000784,immune system,nek8,0.8657143115997314
CL:0000784,immune system,ssr4,0.8683694005012512
CL:0000784,immune system,dstn,0.757272481918335
CL:0000784,immune system,ccdc88a,0.7382021546363831
CL:0000784,immune system,sidt1,0.729159414768219
CL:0000784,immune system,gna15,0.7272038459777832
CL:0000784,immune system,vegfb,0.7049068808555603
CL:0000784,immune system,plaat3,0.7040801644325256
CL:0000784,immune system,cd2ap,0.7027563452720642
CL:0000784,immune system,siva1,0.701349675655365
CL:0000784,immune system,b4galt1,0.7486663460731506
CL:0000784,immune system,parp10,0.6869966387748718
CL:0000784,immune system,ptpre,0.7511220574378967
CL:0000784,immune system,cyb561a3,0.8686274886131287
CL:0000784,immune system,sft2d2,0.753030002117157
CL:0000784,immune system,ephb1,0.7399784922599792
CL:0000784,immune system,atg101,0.7617768049240112
CL:0000784,immune system,pfkfb2,0.7623478174209595
CL:0000784,immune system,zdhhc17,0.7648665308952332
CL:0000784,immune system,smim5,0.7687402367591858
CL:0000784,immune system,hsp90b1,0.7767456769943237
CL:0000784,immune system,gpm6b,0.7771016359329224
CL:0000784,immune system,aebp1,0.7785017490386963
CL:0000784,immune system,fchsd2,0.7793811559677124
CL:0000784,immune system,ppib,0.7861822247505188
CL:0000784,immune system,pacsin1,0.7908218502998352
CL:0000784,immune system,coro1c,0.6808570027351379
CL:0000784,immune system,rhex,0.6762133240699768
CL:0000784,immune system,itm2c,2.702923536300659
CL:0000784,immune system,cnpy3,1.127455234527588
CL:0000784,immune system,jchain,1.5794365406036377
CL:0000784,immune system,c12orf75,1.6103274822235107
CL:0000784,immune system,il3ra,1.6278480291366577
CL:0000784,immune system,app,1.6441714763641357
CL:0000784,immune system,smpd3,1.7242391109466553
CL:0000784,immune system,ppp1r14b,1.7250804901123047
CL:0000784,immune system,plac8,1.7723102569580078
CL:0000784,immune system,tcf4,1.871314525604248
CL:0000784,immune system,ccdc50,2.1685266494750977
CL:0000784,immune system,ptcra,2.1707763671875
CL:0000784,immune system,clic3,2.4771568775177
CL:0000784,immune system,pld4,2.4833931922912598
CL:0000784,immune system,gas6,1.2914773225784302
CL:0000784,immune system,irf7,2.7843668460845947
CL:0000784,immune system,gzmb,2.9733099937438965
CL:0000784,immune system,ofd1,1.114135503768921
CL:0000784,immune system,runx2,1.0874303579330444
CL:0000784,immune system,mapkapk2,1.0695252418518066
CL:0000784,immune system,tpm2,1.0630717277526855
CL:0000784,immune system,cln8,1.0517081022262573
CL:0000784,immune system,spcs1,1.0489205121994019
CL:0000784,immune system,sox4,1.048341155052185
CL:0000784,immune system,dnase1l3,1.0480743646621704
CL:0000784,immune system,idh3a,1.0360585451126099
CL:0000784,immune system,rnf5,0.6558689475059509
CL:0000784,immune system,opn3,0.6646593809127808
CL:0000784,immune system,alox5ap,1.217013955116272
CL:0000784,immune system,traf4,1.3222829103469849
CL:0000784,immune system,irf8,1.2782765626907349
CL:0000784,immune system,derl3,1.3425673246383667
CL:0000784,immune system,plp2,1.382799744606018
CL:0000784,immune system,mzb1,1.4044119119644165
CL:0000784,immune system,serpinf1,1.4086700677871704
CL:0000784,immune system,irf2bp2,0.9968062043190002
CL:0000784,immune system,rasd1,1.0021830797195435
CL:0000784,immune system,zfat,1.0132511854171753
CL:0000784,immune system,lamp5,1.0205811262130737
CL:0000784,immune system,map1a,1.0326120853424072
CL:0000784,immune system,slc7a5,1.132068157196045
CL:0000784,immune system,rps6ka4,1.2333616018295288
CL:0000784,immune system,bcl11a,1.2002137899398804
CL:0000784,immune system,clec4c,1.1940948963165283
CL:0000784,immune system,mpeg1,1.1821541786193848
CL:0000784,immune system,ptprs,1.1548349857330322
CL:0000784,immune system,irf4,1.142622470855713
CL:0000784,immune system,ccdc186,1.1325680017471313
CL:0000784,immune system,sct,1.4612493515014648
CL:0000784,immune system,sec61b,1.5053117275238037
CL:0000784,immune system,niban3,1.518053412437439
CL:0000784,immune system,ugcg,1.5519983768463135
CL:0000784,immune system,lrrc26,1.5620790719985962
CL:0000784,immune system,lilra4,3.0377461910247803
CL:0000786,lymph node,iglc3,0.6134124994277954
CL:0000786,lymph node,pdia4,0.5892304182052612
CL:0000786,lymph node,mzb1,1.7462916374206543
CL:0000786,lymph node,igha1,0.7765690088272095
CL:0000786,lymph node,sdf2l1,0.7789398431777954
CL:0000786,lymph node,prdx4,0.8079274892807007
CL:0000786,lymph node,spcs3,0.8705341219902039
CL:0000786,lymph node,spcs2,0.8848648071289062
CL:0000786,lymph node,ssr3,0.9243715405464172
CL:0000786,lymph node,xbp1,0.9467266798019409
CL:0000786,lymph node,ighg3,0.9520208239555359
CL:0000786,lymph node,igkc,0.9526415467262268
CL:0000786,lymph node,ighg1,0.9648452401161194
CL:0000786,lymph node,ssr4,1.0175678730010986
CL:0000786,lymph node,derl3,1.0393744707107544
CL:0000786,lymph node,jchain,1.1535881757736206
CL:0000786,lymph node,fkbp11,1.2284289598464966
CL:0000786,lymph node,sec11c,1.273669958114624
CL:0000786,lymph node,hsp90b1,0.6149905920028687
CL:0000786,lymph node,selenos,0.5001311898231506
CL:0000786,lymph node,ube2j1,0.5096927881240845
CL:0000786,lymph node,srm,0.5100866556167603
CL:0000786,lymph node,pdia6,0.5147127509117126
CL:0000786,lymph node,spcs1,0.5260533094406128
CL:0000786,lymph node,clptm1l,0.5357382297515869
CL:0000786,lymph node,creld2,0.5379428267478943
CL:0000786,lymph node,sec61b,0.538384199142456
CL:0000786,lymph node,prdm1,0.5569333434104919
CL:0000786,lymph node,itm2c,0.558741569519043
CL:0000786,lymph node,tent5c,0.5676649212837219
CL:0000786,lymph node,sub1,0.569243311882019
CL:0000786,lymph node,txndc5,0.5744123458862305
CL:0000786,lymph node,herpud1,0.5946271419525146
CL:0000786,lymph node,iglc2,0.7505560517311096
CL:0000786,lymph node,manf,0.6199126839637756
CL:0000786,lymph node,fcrl5,0.619979202747345
CL:0000786,lymph node,tnfrsf17,0.631793200969696
CL:0000786,lymph node,cd38,0.6334105134010315
CL:0000786,lymph node,mydgf,0.6590341329574585
CL:0000786,lymph node,ighg4,0.7557461261749268
CL:0000786,lymph node,lman1,0.74654620885849
CL:0000786,lymph node,erlec1,0.6619465351104736
CL:0000786,lymph node,isg20,0.7455146312713623
CL:0000786,lymph node,ighg2,0.7348706126213074
CL:0000786,lymph node,pou2af1,0.6641929745674133
CL:0000786,kidney,iglc3,0.6073777675628662
CL:0000786,kidney,spcs3,0.6312111616134644
CL:0000786,kidney,ighg3,0.6336452960968018
CL:0000786,kidney,spcs2,0.633929431438446
CL:0000786,kidney,iglc2,0.6697396039962769
CL:0000786,kidney,creld2,0.6792786121368408
CL:0000786,kidney,tnfrsf17,0.6900226473808289
CL:0000786,kidney,prdx4,0.7063944339752197
CL:0000786,kidney,ighg1,0.7306634783744812
CL:0000786,kidney,sdf2l1,0.742224931716919
CL:0000786,kidney,erlec1,0.7706792950630188
CL:0000786,kidney,cd79a,0.7953054308891296
CL:0000786,kidney,pim2,0.8613919615745544
CL:0000786,kidney,herpud1,0.8798582553863525
CL:0000786,kidney,igha1,1.0026049613952637
CL:0000786,kidney,igkc,1.0939290523529053
CL:0000786,kidney,ssr4,1.1432408094406128
CL:0000786,kidney,xbp1,1.1803925037384033
CL:0000786,kidney,derl3,1.3153947591781616
CL:0000786,kidney,sec11c,1.3451485633850098
CL:0000786,kidney,fkbp11,1.4043625593185425
CL:0000786,kidney,jchain,1.6556508541107178
CL:0000786,kidney,mzb1,1.8725110292434692
CL:0000786,kidney,pou2af1,0.5906504392623901
CL:0000786,kidney,igll5,0.6052030324935913
CL:0000786,kidney,isg20,0.5109679698944092
CL:0000786,kidney,jsrp1,0.5140444040298462
CL:0000786,kidney,selenos,0.525546133518219
CL:0000786,kidney,fcrl5,0.542157769203186
CL:0000786,kidney,fkbp2,0.5425512194633484
CL:0000786,kidney,igha2,0.5453289151191711
CL:0000786,kidney,iglv31,0.5455273389816284
CL:0000786,kidney,manf,0.5482963919639587
CL:0000786,kidney,plpp5,0.5531008839607239
CL:0000786,kidney,txndc5,0.5846138000488281
CL:0000786,bone marrow,mtnd1p23,1.2053627967834473
CL:0000786,bone marrow,rps13p2,1.1748754978179932
CL:0000786,bone marrow,rp11543p151,1.1983168125152588
CL:0000786,bone marrow,fkbp11,1.1863799095153809
CL:0000786,bone marrow,ube2j1,1.1787285804748535
CL:0000786,bone marrow,rp11325k42,1.1760380268096924
CL:0000786,bone marrow,rpl13ap25,1.303899884223938
CL:0000786,bone marrow,xbp1,1.2097607851028442
CL:0000786,bone marrow,rpl10p16,1.221094012260437
CL:0000786,bone marrow,mir6805,1.2277014255523682
CL:0000786,bone marrow,mttk,1.2602019309997559
CL:0000786,bone marrow,rpl6p27,1.2644610404968262
CL:0000786,bone marrow,mttg,1.5066083669662476
CL:0000786,bone marrow,rp4758j246,1.1664743423461914
CL:0000786,bone marrow,rp11152f1310,1.1481767892837524
CL:0000786,bone marrow,jchain,1.1242984533309937
CL:0000786,bone marrow,mtco2p12,1.1141984462738037
CL:0000786,bone marrow,mtatp6p1,1.086914300918579
CL:0000786,bone marrow,snord35a,1.070745825767517
CL:0000786,bone marrow,rp11425l101,1.0610631704330444
CL:0000786,bone marrow,rps2p5,1.0595669746398926
CL:0000786,bone marrow,syvn1,1.0526987314224243
CL:0000786,bone marrow,ctd2287o161,1.0511411428451538
CL:0000786,bone marrow,ap0009361,1.0434679985046387
CL:0000786,bone marrow,rps7p1,1.0386897325515747
CL:0000786,bone marrow,snora7a,1.5516413450241089
CL:0000786,bone marrow,snord72,2.122549533843994
CL:0000786,bone marrow,snord100,2.2833549976348877
CL:0000786,bone marrow,bloc1s5txndc5,2.3880527019500732
CL:0000786,bone marrow,mtrnr1,2.6726512908935547
CL:0000786,bone marrow,snora52,1.8736218214035034
CL:0000786,bone marrow,eef1a1p5,2.6816346645355225
CL:0000786,bone marrow,mir6797,1.8018622398376465
CL:0000786,bone marrow,rp11864i41,1.7799650430679321
CL:0000786,bone marrow,rpl23ap42,1.7424757480621338
CL:0000786,bone marrow,sec11c,1.679445743560791
CL:0000786,bone marrow,rpl3p4,1.6407959461212158
CL:0000786,bone marrow,mir6850,1.6285202503204346
CL:0000786,bone marrow,snord21,1.3133078813552856
CL:0000786,bone marrow,ac0167392,1.5501835346221924
CL:0000786,bone marrow,iglc1,1.5173898935317993
CL:0000786,bone marrow,mttt,1.9882752895355225
CL:0000786,bone marrow,rp11234a11,1.4927080869674683
CL:0000786,bone marrow,ssr4,1.4526866674423218
CL:0000786,bone marrow,rp3340b192,1.4044393301010132
CL:0000786,bone marrow,rps28p7,1.3991011381149292
CL:0000786,bone marrow,mzb1,1.3977020978927612
CL:0000786,bone marrow,igkc,1.388534665107727
CL:0000786,bone marrow,rp11466h181,1.3718221187591553
CL:0000786,bone marrow,rp1278e113,1.3160741329193115
CL:0000786,bone marrow,ab01944129,0.7426896095275879
CL:0000786,bone marrow,txndc5,0.8176360130310059
CL:0000786,bone marrow,tent5c,0.8061612248420715
CL:0000786,bone marrow,ctd2666l213,0.7929101586341858
CL:0000786,bone marrow,naca3p,0.7902259230613708
CL:0000786,bone marrow,ptmap4,0.7850294709205627
CL:0000786,bone marrow,iglc3,0.7742704153060913
CL:0000786,bone marrow,rps3ap47,0.7618287205696106
CL:0000786,bone marrow,rpl23ap65,0.7593545913696289
CL:0000786,bone marrow,rps11p5,0.750741183757782
CL:0000786,bone marrow,rp11613m52,0.7480700016021729
CL:0000786,bone marrow,rp11244j101,0.7461378574371338
CL:0000786,bone marrow,faup1,0.7429233193397522
CL:0000786,bone marrow,mir611,0.8266724348068237
CL:0000786,bone marrow,rp1136c201,0.7358933091163635
CL:0000786,bone marrow,rpl5p17,0.7346810102462769
CL:0000786,bone marrow,rpl15p2,0.7239064574241638
CL:0000786,bone marrow,sel1l3,0.7227118611335754
CL:0000786,bone marrow,mtrnr2,3.25168776512146
CL:0000786,bone marrow,rp11371a221,0.7211247682571411
CL:0000786,bone marrow,rpl26p19,0.7188113331794739
CL:0000786,bone marrow,irf4,0.7117089033126831
CL:0000786,bone marrow,rp11112j11,0.7095780968666077
CL:0000786,bone marrow,rp11864n72,0.7066603302955627
CL:0000786,bone marrow,rpl18ap3,0.7054535746574402
CL:0000786,bone marrow,rpl24p4,0.9330581426620483
CL:0000786,bone marrow,rp11832n81,1.0233912467956543
CL:0000786,bone marrow,sdc1,1.009666085243225
CL:0000786,bone marrow,mir7111,1.0029017925262451
CL:0000786,bone marrow,snord55,0.9989838004112244
CL:0000786,bone marrow,rpl39p3,0.9951398372650146
CL:0000786,bone marrow,rpl7ap6,0.9920686483383179
CL:0000786,bone marrow,sel1l,0.9825401306152344
CL:0000786,bone marrow,slamf7,0.9674584865570068
CL:0000786,bone marrow,rps27ap16,0.9657851457595825
CL:0000786,bone marrow,mtco1p12,0.9624095559120178
CL:0000786,bone marrow,snord58a,0.9568716287612915
CL:0000786,bone marrow,ctb63m221,0.9533771276473999
CL:0000786,bone marrow,mtco1p40,1.024357795715332
CL:0000786,bone marrow,rpl9p3,0.924741804599762
CL:0000786,bone marrow,tnfrsf17,0.9215723872184753
CL:0000786,bone marrow,rpl7p9,0.9145486950874329
CL:0000786,bone marrow,snord83a,0.9108055830001831
CL:0000786,bone marrow,iglc2,0.9086923003196716
CL:0000786,bone marrow,rpl13p12,0.8957410454750061
CL:0000786,bone marrow,rp11889l31,0.8892964124679565
CL:0000786,bone marrow,ctd2370n53,0.8878310322761536
CL:0000786,bone marrow,rpl37p23,0.8580063581466675
CL:0000786,bone marrow,mir36481,0.8486649394035339
CL:0000786,bone marrow,mtnd5p12,0.8316748738288879
CL:0000787,blood,tnfrsf13b,0.5381590127944946
CL:0000787,blood,ms4a1,2.109283447265625
CL:0000787,blood,cd79a,1.6759541034698486
CL:0000787,blood,bank1,1.340571641921997
CL:0000787,blood,linc00926,0.9691571593284607
CL:0000787,blood,ralgps2,0.9483523964881897
CL:0000787,blood,spib,0.5820550918579102
CL:0000787,blood,vpreb3,0.5925023555755615
CL:0000787,blood,niban3,0.5992902517318726
CL:0000787,blood,swap70,0.6028538942337036
CL:0000787,blood,hladqb1,0.5561848878860474
CL:0000787,blood,cd19,0.5306825041770935
CL:0000787,blood,pou2af1,0.5210663676261902
CL:0000787,blood,cd22,0.5172746777534485
CL:0000787,blood,cd37,0.8702120780944824
CL:0000787,blood,cd79b,0.804431140422821
CL:0000787,blood,fcrla,0.5574033856391907
CL:0000787,blood,blk,0.7776142358779907
CL:0000787,blood,linc01781,0.6646977066993713
CL:0000787,blood,tnfrsf13c,0.614201545715332
CL:0000787,bone marrow,ighd,0.5073991417884827
CL:0000787,bone marrow,hladra,0.6388831734657288
CL:0000787,bone marrow,niban3,0.634827196598053
CL:0000787,bone marrow,fcrla,0.6337485313415527
CL:0000787,bone marrow,pax5,0.6082679629325867
CL:0000787,bone marrow,ighm,0.5495390892028809
CL:0000787,bone marrow,linc01857,0.5426701307296753
CL:0000787,bone marrow,ptpn1,0.5382250547409058
CL:0000787,bone marrow,rel,0.5329809188842773
CL:0000787,bone marrow,cd52,0.5327844023704529
CL:0000787,bone marrow,fcrl1,0.5152928829193115
CL:0000787,bone marrow,syngr2,0.5151580572128296
CL:0000787,bone marrow,hladpb1,0.8900103569030762
CL:0000787,bone marrow,cd19,0.557498037815094
CL:0000787,bone marrow,pou2f2,0.5621346235275269
CL:0000787,bone marrow,fcmr,0.5688629150390625
CL:0000787,bone marrow,cxcr5,0.5752543807029724
CL:0000787,bone marrow,spib,0.5875383615493774
CL:0000787,bone marrow,arhgap24,0.6073009967803955
CL:0000787,bone marrow,birc3,0.6039352416992188
CL:0000787,bone marrow,nfkbid,0.601810872554779
CL:0000787,bone marrow,adam28,0.6006465554237366
CL:0000787,bone marrow,swap70,0.5945151448249817
CL:0000787,bone marrow,peli1,0.5948771238327026
CL:0000787,bone marrow,bank1,1.4097516536712646
CL:0000787,bone marrow,irf8,0.6819640398025513
CL:0000787,bone marrow,cd22,0.6580896973609924
CL:0000787,bone marrow,hladrb1,0.6524297595024109
CL:0000787,bone marrow,cd37,0.9730568528175354
CL:0000787,bone marrow,ralgps2,1.069474697113037
CL:0000787,bone marrow,cd74,1.1239004135131836
CL:0000787,bone marrow,hladqb1,1.1695855855941772
CL:0000787,bone marrow,cd83,1.20478355884552
CL:0000787,bone marrow,hladqa1,1.22370183467865
CL:0000787,bone marrow,cd79a,2.0191497802734375
CL:0000787,bone marrow,ms4a1,2.0601768493652344
CL:0000787,bone marrow,blk,0.7137535214424133
CL:0000787,bone marrow,hladpa1,0.7440818548202515
CL:0000787,bone marrow,p2rx5,0.7868378162384033
CL:0000787,bone marrow,ezr,0.8115679025650024
CL:0000787,bone marrow,tnfrsf13c,0.8485032320022583
CL:0000787,bone marrow,linc00926,0.8603987097740173
CL:0000788,lymph node,cd19,0.7917014956474304
CL:0000788,lymph node,cd79b,0.7899497151374817
CL:0000788,lymph node,p2rx5,0.7785836458206177
CL:0000788,lymph node,tnfrsf13c,0.7712342143058777
CL:0000788,lymph node,cd22,0.7456085681915283
CL:0000788,lymph node,adam28,0.737549901008606
CL:0000788,lymph node,vpreb3,0.7132194638252258
CL:0000788,lymph node,ralgps2,0.6845893263816833
CL:0000788,lymph node,blk,0.6702451109886169
CL:0000788,lymph node,stag3,0.6602097749710083
CL:0000788,lymph node,ly9,0.6487241983413696
CL:0000788,lymph node,linc02397,0.6371278762817383
CL:0000788,lymph node,bach2,0.6235872507095337
CL:0000788,lymph node,aff3,0.5369372963905334
CL:0000788,lymph node,pax5,0.5963499546051025
CL:0000788,lymph node,cd72,0.5858240723609924
CL:0000788,lymph node,fcrla,0.5819506049156189
CL:0000788,lymph node,irf8,0.5584096908569336
CL:0000788,lymph node,col19a1,0.5404795408248901
CL:0000788,lymph node,fcrl1,0.8471831679344177
CL:0000788,lymph node,ncf1,0.5006495714187622
CL:0000788,lymph node,ms4a1,1.761218547821045
CL:0000788,lymph node,cd79a,1.5042352676391602
CL:0000788,lymph node,bank1,1.2428219318389893
CL:0000788,lymph node,fcer2,1.2368824481964111
CL:0000788,lymph node,tcl1a,1.2220615148544312
CL:0000788,lymph node,linc00926,1.2215815782546997
CL:0000788,lymph node,cd37,1.045767068862915
CL:0000788,lymph node,ighm,1.0450081825256348
CL:0000788,lymph node,niban3,0.8947104811668396
CL:0000788,lymph node,fcmr,0.8920079469680786
CL:0000788,lymph node,ighd,0.8764393925666809
CL:0000788,lymph node,hvcn1,0.8138717412948608
CL:0000788,blood,blk,0.5716052651405334
CL:0000788,blood,cd72,0.5634092688560486
CL:0000788,blood,cd37,1.3408403396606445
CL:0000788,blood,il4r,0.53749680519104
CL:0000788,blood,cd79a,1.5654560327529907
CL:0000788,blood,ms4a1,1.9529235363006592
CL:0000788,blood,swap70,0.5346046686172485
CL:0000788,blood,snx2,0.5184698104858398
CL:0000788,blood,rubcnl,0.5076751112937927
CL:0000788,blood,ralgps2,0.920497715473175
CL:0000788,blood,aff3,0.7923544645309448
CL:0000788,blood,vpreb3,0.7765985131263733
CL:0000788,blood,hvcn1,0.7711833119392395
CL:0000788,blood,niban3,0.762528657913208
CL:0000788,blood,bach2,0.6550554037094116
CL:0000788,blood,cd22,0.7402649521827698
CL:0000788,blood,fcrl1,0.7275609374046326
CL:0000788,blood,plpp5,0.6841487884521484
CL:0000788,blood,tcl1a,1.2423036098480225
CL:0000788,blood,linc00926,1.2381908893585205
CL:0000788,blood,bank1,1.0449705123901367
CL:0000788,blood,fcer2,1.03696608543396
CL:0000788,blood,cd79b,1.003124475479126
CL:0000788,blood,ighd,0.9364655613899231
CL:0000788,blood,pax5,0.5795868635177612
CL:0000788,blood,fcrla,0.6544786691665649
CL:0000788,blood,tnfrsf13c,0.6410146951675415
CL:0000788,blood,cd19,0.6389098763465881
CL:0000788,blood,ighm,0.6376758813858032
CL:0000788,blood,cd74,0.5873602628707886
CL:0000788,blood,hladob,0.5864771008491516
CL:0000788,bone marrow,cd37,1.1626437902450562
CL:0000788,bone marrow,cd72,0.6533059477806091
CL:0000788,bone marrow,plpp5,0.6497507691383362
CL:0000788,bone marrow,hladrb1,0.6179255843162537
CL:0000788,bone marrow,cyb561a3,0.6136980652809143
CL:0000788,bone marrow,hladpa1,0.594587504863739
CL:0000788,bone marrow,hladra,0.5781129598617554
CL:0000788,bone marrow,aff3,0.573981523513794
CL:0000788,bone marrow,hladpb1,0.5616622567176819
CL:0000788,bone marrow,rab30,0.5500227212905884
CL:0000788,bone marrow,rubcnl,0.5470877289772034
CL:0000788,bone marrow,hladoa,0.5242490172386169
CL:0000788,bone marrow,adam28,0.5205500721931458
CL:0000788,bone marrow,ciita,0.5171798467636108
CL:0000788,bone marrow,fcrl5,0.5068702697753906
CL:0000788,bone marrow,hladob,0.5048322677612305
CL:0000788,bone marrow,cd79b,0.5042856335639954
CL:0000788,bone marrow,fcrl1,0.8141307234764099
CL:0000788,bone marrow,ighd,1.1847306489944458
CL:0000788,bone marrow,niban3,1.093806266784668
CL:0000788,bone marrow,tcl1a,1.0857298374176025
CL:0000788,bone marrow,cd74,1.0652395486831665
CL:0000788,bone marrow,hladqb1,1.0464694499969482
CL:0000788,bone marrow,ralgps2,0.9876115918159485
CL:0000788,bone marrow,cd83,0.9343690872192383
CL:0000788,bone marrow,cd22,0.9184887409210205
CL:0000788,bone marrow,bank1,0.8938010334968567
CL:0000788,bone marrow,tnfrsf13c,0.8862923383712769
CL:0000788,bone marrow,fcer2,0.8526685237884521
CL:0000788,bone marrow,linc00926,0.8429900407791138
CL:0000788,bone marrow,hladqa1,0.8392113447189331
CL:0000788,bone marrow,hvcn1,0.7887800335884094
CL:0000788,bone marrow,birc3,0.7646687626838684
CL:0000788,bone marrow,pax5,0.7558673024177551
CL:0000788,bone marrow,fcmr,0.7326191067695618
CL:0000788,bone marrow,fcrla,0.7317347526550293
CL:0000788,bone marrow,bach2,0.720095157623291
CL:0000788,bone marrow,p2rx5,0.703376293182373
CL:0000788,bone marrow,cd19,0.7008746266365051
CL:0000788,bone marrow,hladmb,0.6878141164779663
CL:0000788,bone marrow,il4r,0.6684612035751343
CL:0000788,bone marrow,ighm,1.52717924118042
CL:0000788,bone marrow,cd79a,1.8306111097335815
CL:0000788,bone marrow,ms4a1,2.1612441539764404
CL:0000798,lymph node,klrf1,0.5062575340270996
CL:0000798,lymph node,rp11489e74,0.5543339252471924
CL:0000798,lymph node,matk,0.6166625618934631
CL:0000798,lymph node,klrc2,0.6163091063499451
CL:0000798,lymph node,tbx21,0.6136934161186218
CL:0000798,lymph node,klrg1,0.6094693541526794
CL:0000798,lymph node,trdv2,0.6054321527481079
CL:0000798,lymph node,kir3dl1,0.5949795842170715
CL:0000798,lymph node,crtam,0.5931031107902527
CL:0000798,lymph node,gzmh,0.590619683265686
CL:0000798,lymph node,rbm38,0.5834663510322571
CL:0000798,lymph node,cemip2,0.5796821713447571
CL:0000798,lymph node,linc01871,0.5782911777496338
CL:0000798,lymph node,aoah,0.5743067860603333
CL:0000798,lymph node,klrc3,0.5632350444793701
CL:0000798,lymph node,ifng,0.5571147799491882
CL:0000798,lymph node,cblb,0.618537187576294
CL:0000798,lymph node,adgre5,0.5540785789489746
CL:0000798,lymph node,eomes,0.5497629642486572
CL:0000798,lymph node,cd247,0.5384208559989929
CL:0000798,lymph node,rnf125,0.5348929762840271
CL:0000798,lymph node,ptpn22,0.5343347191810608
CL:0000798,lymph node,tuba4a,0.5325998067855835
CL:0000798,lymph node,trgc2,0.5317450165748596
CL:0000798,lymph node,ncr3,0.5271547436714172
CL:0000798,lymph node,lag3,0.5141375064849854
CL:0000798,lymph node,samd3,0.5138093829154968
CL:0000798,lymph node,slc7a5,0.512779951095581
CL:0000798,lymph node,klrc4,0.5111411213874817
CL:0000798,lymph node,linc02446,0.5071017742156982
CL:0000798,lymph node,pitpnc1,0.5028913021087646
CL:0000798,lymph node,tgfb1,0.7660297155380249
CL:0000798,lymph node,ctsw,1.3094449043273926
CL:0000798,lymph node,klrd1,1.2937545776367188
CL:0000798,lymph node,nkg7,1.2493650913238525
CL:0000798,lymph node,gzmk,1.0563287734985352
CL:0000798,lymph node,xcl2,0.875998318195343
CL:0000798,lymph node,klrk1,0.8741571307182312
CL:0000798,lymph node,pik3r1,0.8641656041145325
CL:0000798,lymph node,gzmm,0.8502311110496521
CL:0000798,lymph node,prf1,0.8442443013191223
CL:0000798,lymph node,parp8,0.8339318633079529
CL:0000798,lymph node,cst7,0.821593165397644
CL:0000798,lymph node,xcl1,0.8186288475990295
CL:0000798,lymph node,gzma,0.796836793422699
CL:0000798,lymph node,sh2d2a,0.768592119216919
CL:0000798,lymph node,ccl5,1.8765060901641846
CL:0000798,lymph node,cd7,0.7653490900993347
CL:0000798,lymph node,fyn,0.7397330403327942
CL:0000798,lymph node,il2rb,0.7307783365249634
CL:0000798,lymph node,arhgap9,0.724141538143158
CL:0000798,lymph node,gng2,0.7060621976852417
CL:0000798,lymph node,sytl3,0.701980471611023
CL:0000798,lymph node,stat4,0.7012791037559509
CL:0000798,lymph node,sla2,0.6857213377952576
CL:0000798,lymph node,runx3,0.6611812710762024
CL:0000798,lymph node,ikzf2,0.6578455567359924
CL:0000798,lymph node,ptprc,0.6529783010482788
CL:0000798,lymph node,trdc,0.6486700773239136
CL:0000798,lymph node,cmc1,0.6464199423789978
CL:0000798,lymph node,akna,0.6358876824378967
CL:0000814,kidney,hopx,1.0287182331085205
CL:0000814,kidney,gzmm,1.0052151679992676
CL:0000814,kidney,fgfbp2,0.9781133532524109
CL:0000814,kidney,clic3,0.9770819544792175
CL:0000814,kidney,matk,0.9482251405715942
CL:0000814,kidney,spon2,0.8672139048576355
CL:0000814,kidney,klrf1,0.8371386528015137
CL:0000814,kidney,cmc1,0.8062496781349182
CL:0000814,kidney,ccl5,0.7969061136245728
CL:0000814,kidney,xcl2,0.7943099737167358
CL:0000814,kidney,il2rb,0.7841173410415649
CL:0000814,kidney,ccl4,0.775881290435791
CL:0000814,kidney,dusp2,0.7514618635177612
CL:0000814,kidney,sytl3,0.730876088142395
CL:0000814,kidney,txk,0.7096817493438721
CL:0000814,kidney,gzmh,1.0305029153823853
CL:0000814,kidney,cd247,1.2455698251724243
CL:0000814,kidney,gzmb,1.2892826795578003
CL:0000814,kidney,cd7,1.2925777435302734
CL:0000814,kidney,klrb1,1.4641218185424805
CL:0000814,kidney,gzma,1.4982930421829224
CL:0000814,kidney,prf1,1.5224864482879639
CL:0000814,kidney,ctsw,1.6948025226593018
CL:0000814,kidney,gnly,1.7255635261535645
CL:0000814,kidney,klrd1,2.0246894359588623
CL:0000814,kidney,cst7,2.202627420425415
CL:0000814,kidney,nkg7,2.6717185974121094
CL:0000814,kidney,clec2b,0.5058647394180298
CL:0000814,kidney,sh2d1b,0.7375815510749817
CL:0000814,kidney,apobec3g,0.5156784057617188
CL:0000814,kidney,xcl1,0.6690959930419922
CL:0000814,kidney,apmap,0.6680331230163574
CL:0000814,kidney,zap70,0.6392542719841003
CL:0000814,kidney,tmigd2,0.6351115107536316
CL:0000814,kidney,s1pr5,0.628941535949707
CL:0000814,kidney,aoah,0.6277360320091248
CL:0000814,kidney,areg,0.62525874376297
CL:0000814,kidney,pyhin1,0.6209689378738403
CL:0000814,kidney,ptgdr,0.6179094314575195
CL:0000814,kidney,fcgr3a,0.6136918067932129
CL:0000814,kidney,runx3,0.6039321422576904
CL:0000814,kidney,tbx21,0.5941767692565918
CL:0000814,kidney,ncr3,0.593623697757721
CL:0000814,kidney,klrc1,0.5919815897941589
CL:0000814,kidney,il2rg,0.5886878371238708
