cl,tissue,gene,marker_score
CL:0000057,brain,pde7b,0.8917149901390076
CL:0000057,brain,eps8,0.9100676774978638
CL:0000057,brain,slc7a11,0.9217395186424255
CL:0000057,brain,xxbacbpg55c207,0.8621668815612793
CL:0000057,brain,rp11719n91,0.9284815788269043
CL:0000057,brain,lamc3,0.9302642345428467
CL:0000057,brain,svil,0.9531450867652893
CL:0000057,brain,col1a2,0.9539069533348083
CL:0000057,brain,pias1,0.9614611864089966
CL:0000057,brain,arhgap42,0.9619338512420654
CL:0000057,brain,zeb1,0.9655920267105103
CL:0000057,brain,linc02147,0.9943261742591858
CL:0000057,brain,abca6,1.0421282052993774
CL:0000057,brain,kiaa1755,0.707429826259613
CL:0000057,brain,aldh1a2,0.7065238356590271
CL:0000057,brain,slc19a1,0.7033356428146362
CL:0000057,brain,usp53,0.7026165127754211
CL:0000057,brain,linc02058,0.6989375948905945
CL:0000057,brain,kcnk2,0.6979227066040039
CL:0000057,brain,tpcn1,0.6966429352760315
CL:0000057,brain,foxp2,0.6942299008369446
CL:0000057,brain,fndc3b,0.7086708545684814
CL:0000057,brain,rp11649a161,1.02219820022583
CL:0000057,brain,mir100hg,1.0115044116973877
CL:0000057,brain,sash1,0.9986432790756226
CL:0000057,brain,pdzrn3,0.8478110432624817
CL:0000057,brain,fbln1,0.8503560423851013
CL:0000057,brain,disc1,0.8544637560844421
CL:0000057,brain,ppfibp1,0.8619686365127563
CL:0000071,lymph node,nectin2,0.6082755923271179
CL:0000071,lymph node,leprot,0.5242254734039307
CL:0000071,lymph node,prss23,0.6177091598510742
CL:0000071,lymph node,igfbp4,0.6285890936851501
CL:0000071,lymph node,cd59,0.6554558873176575
CL:0000071,lymph node,vwa1,0.6577958464622498
CL:0000071,lymph node,il3ra,0.6583921909332275
CL:0000071,lymph node,igfbp7,0.6705570220947266
CL:0000071,lymph node,epas1,0.7026177048683167
CL:0000071,lymph node,rasa4,0.7092849016189575
CL:0000071,lymph node,fam107a,0.596947193145752
CL:0000071,lymph node,ramp2,0.5506523847579956
CL:0000071,lymph node,enpp2,0.583740234375
CL:0000071,lymph node,cfi,0.578770101070404
CL:0000071,lymph node,selp,0.5616766810417175
CL:0000071,lymph node,ldb2,0.5726447701454163
CL:0000071,lymph node,esam,0.5676340460777283
CL:0000071,lymph node,tmem273,0.5541447401046753
CL:0000071,lymph node,meox1,0.5622076988220215
CL:0000071,lymph node,ccl14,1.050270915031433
CL:0000071,lymph node,ackr1,1.3597447872161865
CL:0000071,lymph node,eng,1.4183659553527832
CL:0000071,lymph node,sparcl1,1.4442096948623657
CL:0000071,lymph node,plvap,1.7896119356155396
CL:0000071,lymph node,ramp3,1.1829460859298706
CL:0000071,lymph node,vwf,1.166670560836792
CL:0000071,lymph node,tspan7,1.1593014001846313
CL:0000071,lymph node,hyal2,1.1378015279769897
CL:0000071,lymph node,pecam1,1.0770751237869263
CL:0000071,lymph node,slco2a1,0.7273303270339966
CL:0000071,lymph node,clec14a,0.9246348142623901
CL:0000071,lymph node,cavin2,0.9003865718841553
CL:0000071,lymph node,ecscr,0.8475974202156067
CL:0000071,lymph node,dusp23,0.8236534595489502
CL:0000071,lymph node,hlae,0.8120862245559692
CL:0000071,lymph node,aqp1,0.8043637871742249
CL:0000071,lymph node,ifitm1,0.7901918292045593
CL:0000071,lymph node,tinagl1,0.7627593874931335
CL:0000071,lymph node,sncg,0.7589712142944336
CL:0000071,lymph node,tcn2,0.5483829975128174
CL:0000071,lymph node,cyyr1,0.5030618906021118
CL:0000071,lymph node,cytl1,0.5059990882873535
CL:0000071,lymph node,egfl7,0.5088338851928711
CL:0000071,lymph node,c2cd4b,0.5099560618400574
CL:0000071,lymph node,mmrn1,0.5503566265106201
CL:0000071,lymph node,mmrn2,0.5126998424530029
CL:0000071,lymph node,c7,0.5306845307350159
CL:0000071,lymph node,hapln3,0.539756715297699
CL:0000071,lymph node,cldn5,0.5404457449913025
CL:0000071,lymph node,pdlim1,0.5446715354919434
CL:0000071,lymph node,rbp5,0.54662024974823
CL:0000071,heart,lap3,0.6969538331031799
CL:0000071,heart,rhoc,0.6995087265968323
CL:0000071,heart,itm2a,0.7037919759750366
CL:0000071,heart,afdn,0.7189362049102783
CL:0000071,heart,dipk2b,0.7220933437347412
CL:0000071,heart,ldb2,0.723816454410553
CL:0000071,heart,itga6,0.7351168990135193
CL:0000071,heart,arhgap29,0.7358689308166504
CL:0000071,heart,cdc37,0.7359298467636108
CL:0000071,heart,fcn3,0.7525171041488647
CL:0000071,heart,hlac,0.7530593276023865
CL:0000071,heart,rgcc,0.7595939040184021
CL:0000071,heart,cav2,0.7623212337493896
CL:0000071,heart,myct1,0.6144927740097046
CL:0000071,heart,ets2,0.5618704557418823
CL:0000071,heart,rasip1,0.5651363134384155
CL:0000071,heart,tamalin,0.5684765577316284
CL:0000071,heart,mcf2l,0.5786085724830627
CL:0000071,heart,ifi6,0.5815614461898804
CL:0000071,heart,gsn,0.582462728023529
CL:0000071,heart,s100a16,0.5969769954681396
CL:0000071,heart,slco4a1,0.5991262793540955
CL:0000071,heart,apold1,0.6011762022972107
CL:0000071,heart,mgst2,0.6031781435012817
CL:0000071,heart,fmo2,0.6070509552955627
CL:0000071,heart,gpihbp1,0.6091360449790955
CL:0000071,heart,adam15,0.6885277032852173
CL:0000071,heart,hladrb5,0.6186927556991577
CL:0000071,heart,rbp7,0.6247578859329224
CL:0000071,heart,ccdc85b,0.6276248693466187
CL:0000071,heart,tspan13,0.62806636095047
CL:0000071,heart,sox17,0.6415016055107117
CL:0000071,heart,cd93,0.6446572542190552
CL:0000071,heart,tcf15,0.6509692668914795
CL:0000071,heart,ramp2,0.6530184745788574
CL:0000071,heart,cd34,0.6767371296882629
CL:0000071,heart,ca4,0.6779263615608215
CL:0000071,heart,kank3,0.6812931895256042
CL:0000071,heart,fabp4,1.2480591535568237
CL:0000071,heart,ifitm3,1.0427206754684448
CL:0000071,heart,tinagl1,1.0453518629074097
CL:0000071,heart,pecam1,1.052549958229065
CL:0000071,heart,tmem88,1.0650008916854858
CL:0000071,heart,adgrl4,1.0706799030303955
CL:0000071,heart,crip2,1.1001613140106201
CL:0000071,heart,icam2,1.1088042259216309
CL:0000071,heart,epas1,1.1134113073349
CL:0000071,heart,cd59,1.1137611865997314
CL:0000071,heart,lgals3,1.1465564966201782
CL:0000071,heart,id1,1.152187466621399
CL:0000071,heart,adgrf5,1.1582444906234741
CL:0000071,heart,bst2,1.1752440929412842
CL:0000071,heart,a2m,1.1945879459381104
CL:0000071,heart,stom,1.2225912809371948
CL:0000071,heart,sec14l1,0.7819662094116211
CL:0000071,heart,eng,1.25559401512146
CL:0000071,heart,flt1,1.262669563293457
CL:0000071,heart,f8,1.272701621055603
CL:0000071,heart,cldn5,1.3050323724746704
CL:0000071,heart,clec14a,1.306126594543457
CL:0000071,heart,cav1,1.3140960931777954
CL:0000071,heart,vwf,1.926896333694458
CL:0000071,heart,ifi27,1.8026795387268066
CL:0000071,heart,egfl7,1.5853420495986938
CL:0000071,heart,slc9a3r2,1.5281175374984741
CL:0000071,heart,tm4sf1,1.4717119932174683
CL:0000071,heart,sparcl1,1.4632551670074463
CL:0000071,heart,fabp5,1.4583996534347534
CL:0000071,heart,rnase1,1.3753573894500732
CL:0000071,heart,sox18,1.0113577842712402
CL:0000071,heart,hlae,0.7769351601600647
CL:0000071,heart,gimap7,0.7885984778404236
CL:0000071,heart,notch4,0.8005260229110718
CL:0000071,heart,cxcl2,0.8107261061668396
CL:0000071,heart,cyyr1,0.8135765790939331
CL:0000071,heart,pcat19,0.8149768114089966
CL:0000071,heart,ecscr,0.8155316710472107
CL:0000071,heart,ppp1r14a,0.8169798254966736
CL:0000071,heart,anxa3,0.8371683955192566
CL:0000071,heart,ramp3,0.8383022546768188
CL:0000071,heart,hyal2,0.8403990268707275
CL:0000071,heart,mmrn2,0.8596879839897156
CL:0000071,heart,s1pr1,0.8718418478965759
CL:0000071,heart,aqp1,0.8734143972396851
CL:0000071,heart,esam,0.8735883831977844
CL:0000071,heart,id3,0.8747065663337708
CL:0000071,heart,gng11,0.8836380839347839
CL:0000071,heart,btnl9,0.8894644379615784
CL:0000071,heart,fkbp1a,0.9020001292228699
CL:0000071,heart,ptprb,0.9036432504653931
CL:0000071,heart,cavin2,0.9157699346542358
CL:0000071,heart,vamp5,0.9262273907661438
CL:0000071,heart,mgll,0.9324001669883728
CL:0000071,heart,tcim,0.9387354254722595
CL:0000071,heart,pdlim1,0.9482031464576721
CL:0000071,heart,fam107a,0.9739494919776917
CL:0000071,heart,wars1,0.9760192632675171
CL:0000071,heart,cdh5,0.9862145781517029
CL:0000071,heart,ifitm2,0.9996628761291504
CL:0000071,heart,emcn,1.0277764797210693
CL:0000097,lymph node,rgs13,0.8818314671516418
CL:0000097,lymph node,anxa1,0.9321086406707764
CL:0000097,lymph node,samsn1,0.8737624287605286
CL:0000097,lymph node,srgn,0.8738993406295776
CL:0000097,lymph node,gpr65,1.0018492937088013
CL:0000097,lymph node,hdc,0.9323927760124207
CL:0000097,lymph node,capg,0.9547356367111206
CL:0000097,lymph node,ctnnbl1,0.9761818647384644
CL:0000097,lymph node,selenok,0.6875783205032349
CL:0000097,lymph node,maob,0.8200276494026184
CL:0000097,lymph node,rgs2,0.7860427498817444
CL:0000097,lymph node,acsl4,0.7761386036872864
CL:0000097,lymph node,cd63,0.7703749537467957
CL:0000097,lymph node,adcyap1,0.7406617999076843
CL:0000097,lymph node,laptm4a,0.7078786492347717
CL:0000097,lymph node,cma1,0.704826831817627
CL:0000097,lymph node,fosb,0.6891933083534241
CL:0000097,lymph node,h33b,0.5692279934883118
CL:0000097,lymph node,kit,1.4648538827896118
CL:0000097,lymph node,tpsab1,4.378095626831055
CL:0000097,lymph node,cpa3,4.176957607269287
CL:0000097,lymph node,tpsb2,3.702538251876831
CL:0000097,lymph node,hpgds,2.3917160034179688
CL:0000097,lymph node,ms4a2,2.1551144123077393
CL:0000097,lymph node,rhex,1.6867735385894775
CL:0000097,lymph node,gata2,1.5737799406051636
CL:0000097,lymph node,vwa5a,1.4742244482040405
CL:0000097,lymph node,rgs1,1.0148780345916748
CL:0000097,lymph node,il1rl1,1.378710150718689
CL:0000097,lymph node,hpgd,1.2936720848083496
CL:0000097,lymph node,alox5ap,1.2586302757263184
CL:0000097,lymph node,ltc4s,1.2541471719741821
CL:0000097,lymph node,slc18a2,1.1644694805145264
CL:0000097,lymph node,ctsg,1.1369361877441406
CL:0000097,lymph node,areg,1.1013914346694946
CL:0000097,lymph node,alox5,0.6737371683120728
CL:0000097,lymph node,p2rx1,0.5033836960792542
CL:0000097,lymph node,btk,0.5130206942558289
CL:0000097,lymph node,lax1,0.517052412033081
CL:0000097,lymph node,cklf,0.5177677273750305
CL:0000097,lymph node,grap2,0.5178424715995789
CL:0000097,lymph node,slc45a3,0.5190984606742859
CL:0000097,lymph node,rp11463o125,0.5220732688903809
CL:0000097,lymph node,cnrip1,0.5407407879829407
CL:0000097,lymph node,ell2,0.543605387210846
CL:0000097,lymph node,tent5a,0.5558415651321411
CL:0000097,lymph node,smyd3,0.5588647723197937
CL:0000097,lymph node,mitf,0.5612939596176147
CL:0000097,lymph node,rab27b,0.566986083984375
CL:0000097,lymph node,nsmce1dt,0.5713809132575989
CL:0000097,lymph node,fcer1a,0.5716584920883179
CL:0000097,lymph node,cpm,0.583716094493866
CL:0000097,lymph node,siglec6,0.6805248260498047
CL:0000097,lymph node,ptgs1,0.6726586818695068
CL:0000097,lymph node,stx3,0.6672621369361877
CL:0000097,lymph node,cd84,0.6423141956329346
CL:0000097,lymph node,pnmt,0.6369754076004028
CL:0000097,lymph node,ankrd28,0.614905834197998
CL:0000097,lymph node,bmp2k,0.6085349917411804
CL:0000097,lymph node,cd69,0.608089029788971
CL:0000097,lymph node,plin2,0.6076277494430542
CL:0000097,lymph node,rab32,0.6004733443260193
CL:0000097,lymph node,gcsaml,0.597861111164093
CL:0000097,lymph node,arhgef6,0.5973178148269653
CL:0000097,lymph node,leo1,0.5968279242515564
CL:0000097,lymph node,rp11354e112,0.5869988799095154
CL:0000097,lymph node,stxbp6,0.5739794969558716
CL:0000097,bone marrow,gata2,2.864325523376465
CL:0000097,bone marrow,slc45a3,1.0470737218856812
CL:0000097,bone marrow,hdc,2.316736936569214
CL:0000097,bone marrow,hpgds,2.2684733867645264
CL:0000097,bone marrow,rhex,1.8148064613342285
CL:0000097,bone marrow,lmo4,1.7328616380691528
CL:0000097,bone marrow,slc18a2,1.5830236673355103
CL:0000097,bone marrow,rp11354e112,1.4032769203186035
CL:0000097,bone marrow,tpsab1,1.3644781112670898
CL:0000097,bone marrow,hpgd,1.331378698348999
CL:0000097,bone marrow,ms4a3,1.321842908859253
CL:0000097,bone marrow,alox5ap,1.2590731382369995
CL:0000097,bone marrow,il1rl1,1.2479060888290405
CL:0000097,bone marrow,cnrip1,1.2325809001922607
CL:0000097,bone marrow,tpsb2,1.119567632675171
CL:0000097,bone marrow,clc,1.0581690073013306
CL:0000097,bone marrow,alox5,1.0529841184616089
CL:0000097,bone marrow,samsn1,1.0403025150299072
CL:0000097,bone marrow,csf2rb,0.6602529287338257
CL:0000097,bone marrow,gcsaml,0.5426836609840393
CL:0000097,bone marrow,krt1,0.5511894226074219
CL:0000097,bone marrow,ctnnbl1,0.5538254380226135
CL:0000097,bone marrow,meis2,0.5616143345832825
CL:0000097,bone marrow,arhgef6,0.6991092562675476
CL:0000097,bone marrow,bace2,0.6886802911758423
CL:0000097,bone marrow,snx5,0.6724793314933777
CL:0000097,bone marrow,adam8,0.661933958530426
CL:0000097,bone marrow,cpa3,3.0155060291290283
CL:0000097,bone marrow,cox17,0.6586936116218567
CL:0000097,bone marrow,tpsd1,0.6509445309638977
CL:0000097,bone marrow,cd33,0.6448069214820862
CL:0000097,bone marrow,stx3,0.6431475877761841
CL:0000097,bone marrow,arhgap18,0.6399540901184082
CL:0000097,bone marrow,camlg,0.6376243233680725
CL:0000097,bone marrow,mir44352hg,0.6273075938224792
CL:0000097,bone marrow,srgn,0.6135572195053101
CL:0000097,bone marrow,clic1,0.7655717134475708
CL:0000097,bone marrow,prg2,0.9338663816452026
CL:0000097,bone marrow,acsl4,0.8976438641548157
CL:0000097,bone marrow,ltc4s,0.8851273059844971
CL:0000097,bone marrow,capg,0.879545271396637
CL:0000097,bone marrow,plin2,0.8626829385757446
CL:0000097,bone marrow,p2rx1,0.8610802888870239
CL:0000097,bone marrow,c15orf61,0.8474031686782837
CL:0000097,bone marrow,sting1,0.822709858417511
CL:0000097,bone marrow,gihcg,0.7945061326026917
CL:0000097,bone marrow,ms4a2,0.9378130435943604
CL:0000097,bone marrow,cd82,0.7559213042259216
CL:0000097,bone marrow,tespa1,0.7457636594772339
CL:0000097,bone marrow,c4orf48,0.7180840969085693
CL:0000097,bone marrow,leo1,0.7070601582527161
CL:0000097,bone marrow,rps6ka5,0.7017920613288879
CL:0000097,bone marrow,aldh1a1,0.7008826732635498
CL:0000097,bone marrow,tnfsf10,0.5738182663917542
CL:0000097,bone marrow,dennd1b,0.569879949092865
CL:0000097,bone marrow,mboat7,0.5295414328575134
CL:0000097,bone marrow,grap2,1.0197681188583374
CL:0000097,bone marrow,clec4o,0.9933906197547913
CL:0000097,bone marrow,il5ra,0.9696163535118103
CL:0000097,bone marrow,btk,0.9635640978813171
CL:0000097,bone marrow,kit,0.9503339529037476
CL:0000097,bone marrow,svopl,0.7003487348556519
CL:0000097,bone marrow,cd200r1,0.5060064196586609
CL:0000097,bone marrow,itga4,0.524390697479248
CL:0000097,bone marrow,stxbp5,0.565524160861969
CL:0000097,bone marrow,atp6v0a2,0.9435703158378601
CL:0000097,bone marrow,anxa1,0.9414153695106506
CL:0000097,bone marrow,linc02829,0.6094467639923096
CL:0000097,bone marrow,mthfd2,0.6091384887695312
CL:0000097,bone marrow,renbp,0.5873669981956482
CL:0000097,bone marrow,epx,0.5860170722007751
CL:0000097,bone marrow,gapt,0.5747418403625488
CL:0000097,bone marrow,vwa5a,0.9384916424751282
CL:0000158,respiratory system,vsig2,0.5071973204612732
CL:0000158,respiratory system,tspan8,0.5567686557769775
CL:0000158,respiratory system,ugt2a1,0.5064456462860107
CL:0000158,respiratory system,s100p,0.5238100290298462
CL:0000158,respiratory system,s100a6,0.547866940498352
CL:0000158,respiratory system,mdk,0.5636600852012634
CL:0000158,respiratory system,klk11,0.6055537462234497
CL:0000158,respiratory system,lypd2,0.6952970623970032
CL:0000158,respiratory system,adh1c,0.7199469208717346
CL:0000158,respiratory system,serpinb3,0.7715250849723816
CL:0000158,respiratory system,prss23,0.8276341557502747
CL:0000158,respiratory system,fam3d,0.8570796847343445
CL:0000158,respiratory system,scgb1a1,0.9258653521537781
CL:0000158,respiratory system,cyp2f1,1.0369236469268799
CL:0000158,respiratory system,agr2,0.8275814652442932
CL:0000158,respiratory system,cxcl17,1.082283616065979
CL:0000158,respiratory system,slpi,1.0854586362838745
CL:0000158,respiratory system,vmo1,1.1037763357162476
CL:0000158,respiratory system,wfdc2,1.2526098489761353
CL:0000158,lung,nedd4l,0.6113804578781128
CL:0000158,lung,cyb5a,0.739102840423584
CL:0000158,lung,bpifb1,0.7239635586738586
CL:0000158,lung,cp,0.7183703780174255
CL:0000158,lung,c16orf89,0.7097228169441223
CL:0000158,lung,gprc5a,0.6726703643798828
CL:0000158,lung,sfta3,0.5380216240882874
CL:0000158,lung,krt7,0.5498018264770508
CL:0000158,lung,folr1,0.6637321710586548
CL:0000158,lung,cyp4b1,0.6597194671630859
CL:0000158,lung,cyp2f1,0.6356133222579956
CL:0000158,lung,agr3,0.6178866624832153
CL:0000158,lung,mecom,0.5065972805023193
CL:0000158,lung,met,0.6061899662017822
CL:0000158,lung,scnn1b,0.5781729221343994
CL:0000158,lung,sftpa2,0.5670575499534607
CL:0000158,lung,lcn2,0.5533460378646851
CL:0000158,lung,tmc5,0.6533148884773254
CL:0000158,lung,steap4,0.6492149233818054
CL:0000158,lung,klk11,0.6449653506278992
CL:0000158,lung,slpi,0.7786429524421692
CL:0000158,lung,cracr2b,0.5009476542472839
CL:0000158,lung,fam3d,0.5078138113021851
CL:0000158,lung,vmo1,0.5005460381507874
CL:0000158,lung,muc5b,0.5003018975257874
CL:0000158,lung,pigr,1.2062641382217407
CL:0000158,lung,sftpb,1.1772427558898926
CL:0000158,lung,scgb3a1,1.1614247560501099
CL:0000158,lung,scgb1a1,1.1470242738723755
CL:0000158,lung,scgb3a2,0.6368353962898254
CL:0000158,lung,sfta2,0.5079411268234253
CL:0000158,lung,sftpa1,0.5100667476654053
CL:0000158,lung,aqp5,0.5106159448623657
CL:0000158,lung,clic6,0.5258913636207581
CL:0000158,lung,slc34a2,0.5261781811714172
CL:0000158,lung,serpinb3,0.529214084148407
CL:0000158,lung,sfta1p,0.5375885367393494
CL:0000158,lung,cxcl17,1.0701478719711304
CL:0000158,lung,wfdc2,0.7962033152580261
CL:0000158,lung,ceacam6,0.7439127564430237
CL:0000235,lymph node,cd14,0.9234524965286255
CL:0000235,lymph node,spp1,0.9193161129951477
CL:0000235,lymph node,ctsl,0.9030307531356812
CL:0000235,lymph node,ctsz,0.8952026963233948
CL:0000235,lymph node,atp6v1f,0.891649603843689
CL:0000235,lymph node,fth1,0.8629714250564575
CL:0000235,lymph node,vsig4,0.852017343044281
CL:0000235,lymph node,trem2,0.8392809629440308
CL:0000235,lymph node,acp5,0.8129043579101562
CL:0000235,lymph node,ms4a4a,0.8106065988540649
CL:0000235,lymph node,creg1,0.7883297204971313
CL:0000235,lymph node,s100a11,0.7846056818962097
CL:0000235,lymph node,ms4a6a,0.7831758856773376
CL:0000235,lymph node,ctss,0.7795510292053223
CL:0000235,lymph node,gsto1,0.7766526341438293
CL:0000235,lymph node,fcgr3a,0.772904098033905
CL:0000235,lymph node,cd163,0.7534558176994324
CL:0000235,lymph node,fbp1,0.7420032620429993
CL:0000235,lymph node,gpnmb,1.2523777484893799
CL:0000235,lymph node,ftl,1.6901381015777588
CL:0000235,lymph node,apoc1,1.6848759651184082
CL:0000235,lymph node,c1qb,1.6734400987625122
CL:0000235,lymph node,c1qa,1.6566156148910522
CL:0000235,lymph node,apoe,1.6193270683288574
CL:0000235,lymph node,c1qc,1.5003526210784912
CL:0000235,lymph node,ctsd,1.4626165628433228
CL:0000235,lymph node,ctsb,1.4520455598831177
CL:0000235,lymph node,lyz,1.2934372425079346
CL:0000235,lymph node,ms4a7,0.9235827922821045
CL:0000235,lymph node,fcer1g,1.2332041263580322
CL:0000235,lymph node,capg,1.0619553327560425
CL:0000235,lymph node,cd68,1.0249253511428833
CL:0000235,lymph node,npc2,1.0205355882644653
CL:0000235,lymph node,cstb,0.9663511514663696
CL:0000235,lymph node,aif1,0.9662466645240784
CL:0000235,lymph node,psap,0.9629941582679749
CL:0000235,lymph node,ccl3,0.9457715153694153
CL:0000235,lymph node,mfsd1,0.5393731594085693
CL:0000235,lymph node,cfd,0.5756651163101196
CL:0000235,lymph node,ccl4l2,0.5635939836502075
CL:0000235,lymph node,bcl2a1,0.553193211555481
CL:0000235,lymph node,cxcl8,0.5487213730812073
CL:0000235,lymph node,folr2,0.5486876368522644
CL:0000235,lymph node,lgmn,0.5457817912101746
CL:0000235,lymph node,pelaton,0.5440505146980286
CL:0000235,lymph node,vamp8,0.5434239506721497
CL:0000235,lymph node,oaz1,0.5424708127975464
CL:0000235,lymph node,snx10,0.5809704661369324
CL:0000235,lymph node,pltp,0.5356442928314209
CL:0000235,lymph node,s100a9,0.5282017588615417
CL:0000235,lymph node,mrc1,0.5280221104621887
CL:0000235,lymph node,ifi6,0.5262038111686707
CL:0000235,lymph node,csf1r,0.5224263072013855
CL:0000235,lymph node,gm2a,0.512384295463562
CL:0000235,lymph node,nop10,0.5073351860046387
CL:0000235,lymph node,tyrobp,1.7798351049423218
CL:0000235,lymph node,ly96,0.6174702048301697
CL:0000235,lymph node,lipa,0.7252708673477173
CL:0000235,lymph node,fcgr2a,0.7174855470657349
CL:0000235,lymph node,pld3,0.7095484733581543
CL:0000235,lymph node,grn,0.7040566802024841
CL:0000235,lymph node,lilrb4,0.6960819363594055
CL:0000235,lymph node,ap2s1,0.6503618359565735
CL:0000235,lymph node,marco,0.6369266510009766
CL:0000235,lymph node,pla2g7,0.6207537055015564
CL:0000235,lymph node,igsf6,0.7358779907226562
CL:0000235,lymph node,cxcl3,0.6143333315849304
CL:0000235,lymph node,asah1,0.6082476377487183
CL:0000235,lymph node,ccl18,0.5992435216903687
CL:0000235,lymph node,plaur,0.5889796614646912
CL:0000235,lymph node,cxcl16,0.5884892344474792
CL:0000235,lymph node,ncf2,0.5844423770904541
CL:0000235,lymph node,tymp,0.5836299061775208
CL:0000235,lymph node,msr1,0.5833216309547424
CL:0000235,heart,mrc1,1.1355605125427246
CL:0000235,heart,slco2b1,0.7213732600212097
CL:0000235,heart,naip,0.610230028629303
CL:0000235,heart,marchf1,0.6180158257484436
CL:0000235,heart,c5ar1,0.6234535574913025
CL:0000235,heart,siglec1,0.623881995677948
CL:0000235,heart,ctsz,0.6286022663116455
CL:0000235,heart,marco,0.6327265501022339
CL:0000235,heart,cd68,0.6393601298332214
CL:0000235,heart,rnase1,0.6460348963737488
CL:0000235,heart,tgfbi,0.6540394425392151
CL:0000235,heart,adap2,0.6561435461044312
CL:0000235,heart,csf1r,0.6574554443359375
CL:0000235,heart,tyrobp,0.6598545908927917
CL:0000235,heart,frmd4b,0.7015168070793152
